,1,2,3,4,5,6,7,8,9,10
0,0.0502773,0.052860864,0.04325557,0.05581977,0.0502773,0.06699448,0.51884216,0.03984234,0.06222035,0.059609927
1,0.546084,0.05246173,0.043248665,0.05489969,0.050112933,0.060472317,0.03643587,0.03984139,0.05893135,0.057512052
2,0.050095737,0.052420005,0.04324795,0.05480389,0.050095737,0.059987295,0.036435857,0.5370034,0.0586117,0.05729843
3,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
4,0.050335634,0.052994825,0.04325814,0.05609337,0.05033564,0.06663234,0.036435988,0.5211123,0.062725954,0.060075764
5,0.54948926,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
6,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
7,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
8,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
9,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
10,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
11,0.050076243,0.052373905,0.043247107,0.5528945,0.050076243,0.05962169,0.036435846,0.039841175,0.05833631,0.057097014
12,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
13,0.05005674,0.05232689,0.04324629,0.05459705,0.05005674,0.059137408,0.036435843,0.039841067,0.5574348,0.05686722
14,0.05005674,0.05232689,0.04324629,0.05459705,0.05005674,0.059137408,0.036435843,0.039841067,0.5574348,0.05686722
15,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
16,0.5426788,0.052586436,0.04325084,0.055183757,0.050164532,0.061865617,0.03643589,0.039841693,0.059856247,0.058136206
17,0.54948926,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
18,0.050056733,0.55175936,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
19,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
20,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
21,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
22,0.050095737,0.052420005,0.04324795,0.05480389,0.050095737,0.059987295,0.036435857,0.5370034,0.0586117,0.057298433
23,0.050056733,0.55175936,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
24,0.050056733,0.052326884,0.043246284,0.5540295,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
25,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
26,0.050056733,0.052326884,0.043246284,0.5540295,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
27,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
28,0.05005674,0.05232689,0.04324629,0.05459705,0.05005674,0.059137408,0.036435843,0.039841067,0.5574348,0.05686722
29,0.050104883,0.052441828,0.043248337,0.054852363,0.050104883,0.06018645,0.036435865,0.039841346,0.058754504,0.5540296
30,0.050104883,0.052441828,0.043248337,0.054852363,0.050104883,0.06018645,0.036435865,0.039841346,0.058754504,0.5540296
31,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
32,0.05008808,0.05240246,0.04324761,0.05476862,0.050088078,0.06014844,0.5335982,0.039841242,0.058572374,0.057244927
33,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
34,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.5562997
35,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
36,0.050056733,0.55175936,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
37,0.05005674,0.05232689,0.04324629,0.05459705,0.05005674,0.059137408,0.036435843,0.039841067,0.5574348,0.05686722
38,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
39,0.54835415,0.052367177,0.04324698,0.05468937,0.05007336,0.059609096,0.036435846,0.03984116,0.058310203,0.05707267
40,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.5562997
41,0.050095737,0.052420005,0.04324795,0.05480389,0.050095737,0.059987295,0.036435857,0.5370034,0.0586117,0.05729843
42,0.050056733,0.052326884,0.043246284,0.5540295,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
43,0.050056733,0.55175936,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
44,0.5472191,0.052417994,0.043247897,0.05480098,0.05009475,0.060021013,0.036435857,0.039841283,0.058621824,0.0572993
45,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
46,0.54948926,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
47,0.050185464,0.05263421,0.043251768,0.5472191,0.050185464,0.061942358,0.036435906,0.039841816,0.06001352,0.058290374
48,0.05005674,0.05232689,0.04324629,0.05459705,0.05005674,0.059137408,0.036435843,0.039841067,0.5574348,0.05686722
49,0.05005674,0.05232689,0.04324629,0.05459705,0.05005674,0.059137408,0.036435843,0.039841067,0.5574348,0.05686722
50,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.55856985,0.03643584,0.039841063,0.058002304,0.056867212
51,0.050074708,0.052370176,0.043247044,0.05469487,0.050074708,0.05957852,0.53473324,0.039841164,0.05830768,0.05707785
52,0.54948926,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
53,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
54,0.050056733,0.052326884,0.043246284,0.5540295,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
55,0.050056733,0.55175936,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
56,0.050056733,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.5562997
57,0.05005673,0.05232688,0.5426788,0.054597043,0.05005673,0.059137397,0.036435835,0.03984106,0.058002308,0.056867212
58,0.54948926,0.052326884,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
59,0.050056733,0.55175936,0.043246284,0.054597043,0.050056733,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
60,0.050056733,0.052326884,0.043246284,0.054597043,0.54948926,0.059137397,0.03643584,0.039841063,0.058002304,0.056867212
